,Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
1161,1270,RL.,;Pave:,REG<,:LvL, allpub...,INSIDE?,...Gtl,names:,>feedr,<norm:,<1fam;,	1.5fin,gable ,.CompShG!,?METALSD,.metalsd<,:Brkface;,Ta,:TA<,CBlock!,TA.,?TA,	no	,.Blq!,...UNF ,!Gasw;,TA,Y.,FuSEA,;ta!,>TYP;,>attchd,:unf,<TA,>ta	,;y>,:WD,NORMAL!
1162,1271,Rl:,	PaVe,?ReG,Low!,ALLPUB;,>INSIDE,>SEV...,CLeaRCR?,>Norm,	Norm>,1FaM ,!1story:,shed.,WDShAkE?,;plywood,Plywood;,NonE	,Gd	,;TA,:Pconc ,;gd,.TA,Gd<,>Glq,unf...,	Gasa,<TA,Y?,...sbrkr,gd,...TYP ,>ATTCHD.,...Fin,TA:, TA:,Y ,;Wd,>NORMAL
1163,1272, RL!,Pave,IR1 ,!LVL,!AlLPub:, INSIDE:, GTL ,;Nwames,Posn?,Norm	,1FAM<,1story,HIP<,>COMPSHG,BrKFAcE!,.BRKFACE,	NONE,!TA,ta;,!CBLOCK,>TA<,TA ,.No...,unf!,!unf!,<Gasa,<gd,Y!,:SBrKR,GD!,TYP,:ATTCHD,!rfn,...TA,:ta,<Y:,wd<,!Normal
1164,1273, RL?,!PAVE,Ir1:,<LVL ,<AlLPUb,;CulDSAc.,>Gtl,SawYer?,;NORM!,<Norm:,.1fam!,1STorY	,HIP	,compshg!,!HdBOARD,...PlyWOOD,Brkface	,TA:,!ta,	Cblock;,Ta?,TA;,NO;,Blq<,<LwQ, GASA.,;ta,>Y;, SBRkr:,ta?,;TYP,ATTCHD;, Unf?, Ta:,TA>,Y	,.WD, normal
1165,1274,:Rl	,PavE;,IR1<,?Lvl,ALLPUB.,Corner!,>Gtl	,	edwards,?NORM?,NORM?,1FAM<,SLvL...,GAbLE?,;Compshg;,:PlYwOOd	,PLYWOOD!,Brkface.,...TA.,<ta ,Cblock, Ta,ta<,.Av,Alq;,	UNf,.gasa,;GD,...Y!,>sbrkr,...Ex,<TYP,BASMENT;,?Rfn:,.ta...,?Ta...,>Y,WD,;NORMAL
1166,1275,...Rl,Pave...,!REg,...LVL,ALLPUB...,CornER!,GtL?,<Crawfor,Norm:,NORM,<1fam;, 1.5fin?,:gable,...CoMPSHg,	Wd sdng?,>Wd shng ,NoNe;,ta<,:TA,Pconc	,>Ta,:ta>,?no!,unf	,<unf,;gasa,ex?,?Y,	Sbrkr,ta.,<TYP,;Detchd<,Unf?,<Ta,TA	,y ,<WD;,!Normal
1167,1276,rl	,PAVE	,...Reg,!Lvl.,allpub...,Corner:,Gtl>,Names,;FEedr,:Norm, DUPLEX,2SToRy ,:GaBlE,<Roll,?asbshng,;ASBShNG,STONE	,!TA>,	TA,?cblock	,!TA:,<Ta,No., REC,UnF>,GASA!,GD!,.Y,fusea!,Ta...,!typ,DeTCHD.,>UnF;,...Ta!,FA,...Y,wd	,>NORMAL 
1168,1277,rl...,>PAVE,ir1:, Lvl!,ALLPUB., culdsac,gtl>,:Nwames	,...norm,;norm,1fam,;2STORY, gable!,!compshg,<Hdboard,PLYwOoD.,...none,:TA<,...TA;,cblock	,ta.,Gd ,!NO,BLQ,UnF>,GaSA,...ta,Y,Sbrkr...,.ta,?TYP,:attchd>,...UNF,TA?,TA?,.Y:,...WD,Normal;
1169,1278,.RL,PAVE ,<IR1	,;Lvl;,ALLPUB:,CUlDSaC!,Gtl.,<nwames<,!norm,Norm!,1fam!,SLVL?,!GABLE,Compshg.,Hdboard;,hdboard,:BRKFACE,ta ,;Ta,Cblock>,Gd	,...ta,av?,ALQ,UNF;,GASA ,;Fa,:Y;,sbrkr<,Ta,.TYp,:ATTCHD,.rfn	,<Ta:, TA,y ,wd,normal	
1170,1280, c (all),pave;,REG?,;LvL>,...ALLPUB,INSIde>,<gtl,;IDOTRR,?NORM,;NoRM,!1fam,1.5fin;,<GABLE, COMPSHG,METALSD?,Metalsd:,none?,ta?,Gd!,cblock	,TA:,!TA ,.NO ,<Unf!,<UNF,Gasa<,;ta?,Y<,?FUSEA;,	ta,TyP:,Detchd;,>RFN,TA:,?TA>,.Y,cod,;abnorml
1171,1281,.RL?,	PAVE?, ir1?, Lvl,!Allpub,;INSiDe,Gtl!,!Collgcr,NorM>,NORM ,1FAm,:1story,<gable,compshg...,...vinylsd, VINYLSD,	BRKFACE,Gd ,ta	,<PCoNc?,...gd,Ta;,...No,:GLQ, Unf,>GASA>,;ex<,!Y<,SBrkr...,gd...,...TYP,ATTCHD,!Rfn,!TA ,:TA, Y<,:Wd,NORMAL!
1172,1282,RL	,pave	,IR1>,>Lvl,	ALlPuB ,	Culdsac,gtl,TImbER,<Norm!,?NOrM!, 1fam;,1STOrY, hip;,:compshg,>HDBOARD,HDBOARD.,brkface!,?Ta,:TA?, Cblock:,!GD:,>Ta	, no,>ALQ,Unf!,?gasa,TA.,Y..., SBRKR,.TA...,	TYp,ATtchD<,fin!,;Gd, Gd,Y...,:Wd,:NoRMAL
1173,1283,rl,<PAVE!,<IR1,?Lvl;,	AllPUB,<INSIDE , GTL	,;CoLlGCR,norm ,NOrm ,1Fam,1story>,GAble	,compshg,?HDBOARD,HDBOArD;,!NONE,	ta,?Ta,;Cblock,<Gd?,;ta;,>MN,;LwQ.,?rec,GaSA...,!ta ,Y	,SBRKr.,GD>,?Typ<,<detchd.,<UNF,ta;,...TA,<Y!, Wd,Normal	
1174,1285,...rl,>pave,...reg,<Lvl...,;AlLPUB?,inside!, Gtl,swisu...,!Feedr?,!NORM	,1Fam<,1.5fin,.GaBLe;,compshg!,?WD SDNG>,WD SHNG.,.None>,>Ta,TA...,Pconc...,Ta ,Ta	,.No?,:UnF,.unf,GAsA:, Ex,Y,!SBrKR,	gd,MIN2>,<DETChD,...UNF.,>TA,.TA;,Y?,>WD,!NORMAL<
1175,1286,RM;,PAVE<,REg.,:LVL, ALlPuB>,:INSIDE,!GTL:,Brkside>,NOrm!,.NORM,1fam<,	1.5fin, GABLE, COmPSHg ,!METaLSd,METALSD>,>NONE,:TA,>FA!,?CBLOCK<,ta.,Ta!,;no>,Unf>,<UNF!,<gasa,EX...,y!,Fusef...,?Ta...,:Typ,:detchd;,Unf?,	TA,Ta?,;Y	, wd,NORmAl
1176,1287,RL!,:pave,?reg,LVL ,!allpub,Inside<,!GTl	,NWAmEs,>FEeDr,:Norm,>1fam,	1STORY?,...hip,<COMPSHG?,.hdboard,HDBoaRd,BRKFACE!,Ta;, TA:,Cblock>,Ta?,TA?,<No:,	ALQ;,...REC,GaSA,;TA,Y	,	SBRKR,.TA;,TYP?,<ATTCHD, UNF,!ta,ta>,Y,...Wd., normal 
1177,1288,RL;,>pave,IR1<,LOW?,ALLPUB!,	INSIDE,.mod,<CLEARCr.,>NOrM,NoRM,1fam?,<1story,>Gable,COMPSHG ,WD SDNG<,wd sdng...,brkcmn,.TA,.GD>,	Cblock , TA	,:ta?, av,ReC.,!unf<,?Gasa,FA;,.Y.,sbrkr;,>ta,!typ<,ATTCHD,!Unf?,?Ta,;ta:,.n,.WD,NORMAL	
1178,1289,RL;,>PAVe>,:ir1>,:Lvl,>allpub;,...Inside...,gtl,.Stonebr,:NORm,Norm ,:TWNHSE>,1SToRY,Gable>,?compshg?,!CemNtBD	,CMENTBD.,None	,gd!,ta,...PCONC,?GD<,>Ta;,!No,.GLQ,<UNF,GAsA:,EX>,Y<,	SBrkr,;EX ,...typ,	Attchd,?Fin>, TA,!ta,Y,wd.,Normal.
1179,1290,...rl.,pave;,<ir1!,:LVL...,:AlLPub:,INSIDE	,:Gtl?, Nridght,?Norm.,Norm;,?1FAM,2story?,>Gable, Compshg,<vinylsd ,ViNylSD,STONE:,.Gd:,	Ta	,...PConc<,	gd.,.TA.,MN ,Unf ,;unf:,gasa.,?Ex,Y...,SBRKR<,ex<,Typ,;Builtin,...fin,!Ta>,ta<,?Y;,New,PARTIAL:
1180,1291,RL	,>Pave,!ir1,lvl<,ALLPUb:,CORNER<,.gtl,names...,;Norm ,...Norm,1fam.,slvl..., hip,>COMPSHG,wd sdng!,<Hdboard ,BRKFACe.,.Ta,?Ta;,Pconc,ta,...Ta<,av;,	GLQ,>UNf:,?GaSA!,!TA,.Y,	Sbrkr!,...Ta	,:typ.,Attchd...,?Rfn...,TA:,TA>,...Y,?WD,?normal;
1181,1292,RM...,:Pave,!REG	,LVL...,allpub;, INSIDE.,:GTL	,;BrDaLe ,>norm,.NORM!,twnhs>,!2Story,:gable,<compshg ,?cemntbd!,cmentbd:,BRKFACE;,...Ta ,Ta,!CBLOCK,ta<,ta.,.no,>Alq,:unf,<GAsA!,?Ta,y.,Sbrkr	,Ta	,	TYP...,DETCHD!,Unf ,TA?,!ta:,	Y<, WD:,normal
1182,1293,<rm,!Pave.,.REG!,Lvl:,ALLPUB.,...CoRNeR,...GTL, OldTowN.,NORM<,	NORM,<1fam,2story ,gable, Compshg,WD SDNG>,>WD SDNG	,NonE	,;ta,;Ta,>stone>,Ta;,TA.,No,!Unf	,Unf.,GaSA>,TA ,...N;,!SBRKr,?TA>,<Min2.,Attchd?,!RFn:,...TA,TA!,Y;,<WD,	Normal
1183,1294,RL:,!Pave>,	reg,>lvl:,ALLPUB ,INSIDE ,:Gtl	,...NWAMEs?,	Norm<,!NORM<,1FAM ,.2STORY,gable>,?compshg,	HDBOARD>, HDBOARD:,!None,TA,.TA?,:PCONc!, gd;,.TA,<NO,GLQ>,Unf:,;Gasa,;Ta>,.Y,SBRKR	,!Ta,TYP:, ATTCHD,;Rfn...,...ta>, ta!,Y,wd?,...NORMAL
1184,1295,	RL.,;PAVE,!REG,?Lvl., AllPUB,	Inside,;gtl,...EDWARDS:, Norm,NORM;,;1fam ,1STorY:,Hip?,...COMPSHG,Wdshing ,PLyWOOD<,...none<,	TA,TA;,!CBLOCK	,TA>,>Ta?,;No!,rec...,Unf;,	GAsA,<TA?,>Y,?SBRKr:,TA?,?typ,!DETChd<,<UNF, TA>,;Ta;,?n>,.wd ,:NORMAL
1185,1296,!Rl.,;PAVE,<reg.,:lvl,!Allpub,...inside ,<Gtl..., Names,feedr ,;NORm..., 1FaM:,1story, hip,compshg.,...HDBOard,!hdboard:,<Brkface,<TA,!Ta?,Cblock...,<TA>,TA<,	AV!,BLQ...,UNF...,GASA	, gd,Y	,;sbrkr,ta,;Typ ,ATTCHD	,!rfn,	Ta,>Ta,;Y, Wd,!normal
1186,1297, RL,PAVE,<reg,:LVL,?AllPuB,.InsIdE,gtl...,...NAmes:,!Norm, Norm,1fam>,1story	,>Hip,!CompShG,>Metalsd,!MEtAlSD,>brkface?,TA:,<Gd>,:cblock	,	TA	,Ta,Mn.,ALQ!,Unf>,GasA;, gd?,...Y,SBRkr?,?Ta>,;Typ ,Attchd;,	RFN:,:Ta,!TA, Y?,:WD, NormaL
1187,1298, Rm>,Pave,>Reg,;LvL,AlLPuB,...inside,.Gtl,Edwards>,NORM ,	norm>,TWNHSE>,sfoyer<,Gable;,;CoMPSHg!,vinylsd...,VINYLSD>,.brkface;,:ta?,:TA,	PCONC,Gd>,	ta,GD?,.GLQ?,<UNF<, GASA<,.Gd!,y	,	SBRKR,!ta.,TYP;,basment,>FiN,<Ta,TA...,Y:,.New,!Partial
1188,1299,rl	,Pave<,...IR3.,bnk?,AlLPUB	,CoRNER?,GTl!,EdwARDS>,>FEEDR,!NOrm,1FaM	,2story?,HIP:,?CLyTile;,Stucco , StuCCO,Stone	,?Ex,...TA,Pconc...,	EX, TA!,gd!,?Glq,!Unf!,Gasa,Ex>, Y, sbrkr;,>Ex,!TYP,Attchd>,Fin?,!TA...,TA., Y,!new ,...partial?
1189,1300,RL ,?Pave ,reg!,LVL:,<allpub..., INsIDe,:Gtl,Names:,NoRM?,<norm,:1FAm,1STOry?,!hip,COMPSHG>,BrKFaCE	,Brkface,!None<,Ta	,<TA,cblock:,.TA,	TA,...NO,;lwq,?REC	,	gasa,EX<,Y:,!SBRkr	,<Gd.,!TYP.,Attchd:,:RFN,	ta>,;Ta	,Y.,wd:,:Normal?
1190,1301,rl:,pave;, Ir1.,lvl ,...AllPUB...,?Culdsac.,<GTL.,>Gilbert , NORM,!NORM?,...1fam,2story...,:Gable!,compshg..., VINYLSD?,vinylsd,>none,Gd>,Ta,PCOnc!,!gd,TA...,.NO,;Glq!,!unf,	GAsA., Ex;,Y;,	SBRKR ,!gd	,TyP<, attchd...,fin,;Ta>,Ta;,?Y>,Wd,...NoRMal
1191,1302,RL<,Pave:,?ir1...,;bnk,	ALLPUB...,...INSIDE,GtL<,CrAWfoR., Norm	,>norm,1FAm,!2STORY;,...gable,<Compshg:,.Wd sdng,!Wd sdng,NONE;,	ta,?TA.,.Cblock>,<Ta...,Ta?, No,?BLQ?,<unf!,...Gasa,;Fa,Y,Sbrkr.,GD<,:Typ,>ATTCHD,Unf,!TA<,TA...,P ,;WD;,Normal	
1192,1303,<RL,...Pave,REG	,!lvl,ALlPub;,;Inside<,GTL,noridge , NORm,norm:,1fam,.2story	,Hip!,?Compshg,vinylsd,...vinylsd,Brkface,GD!,;Ta!,	Pconc,:Gd,ta	,;no,	GLQ,...UNf, GaSA,...EX	,...Y,?SBRkR;,Gd!,<typ.,<Attchd,;rfn,Ta;,>Ta,<Y<,wd ,NORmaL>
1193,1304,RL;,Pave>,Reg?,lvl.,allpub!,inside ,GTL ,SOmErSt?,norm!,!NORM,<1FAm,!1StORy,<GAble...,COMPSHG.,!vinylsd,vinylsd...,!brkface,gd,ta.,<Pconc ,	Gd,ta...,<Av ,unf	,>unf,...Gasa!,ex?,Y>,>Sbrkr,<gd, TYP;,;attchd<,.RFN>,TA>,;TA,;Y;,...WD>,Normal:
1194,1305,RM?,.pave ,	ReG!,lvl.,Allpub.,INSIDE ,GTL?,edwards,norm:,?Norm,twnhse.,>2STOrY:,:GABLE,.compshg<, VINYLSD, VinYLSd?,...STONE,:Gd;,.Ta>,>Pconc,:GD>,TA?,No,UNF,;Unf<,GASA , Ex,.Y,...SBRKR,Gd	,<MAj1,	Detchd,UNF ,TA;, TA, Y,;Wd,;NORMAL
1195,1306,RL ,<PAve,IR1?,Lvl;,?ALLPUB>,Corner<,<gtl,<Nridght	,;Norm,:NoRm , 1fam,1STORY?,hip?,Compshg ,	vinylsd, ViNYlSd	,.STONE?,GD:,<TA,PConC?,;Ex,Ta>,no!,...glq?, UNf;,GasA...,;EX!,y<,:sbrkr!,!EX,>TYP,	attchd,:FIN;,:TA...,TA?,<y ,>WD,NORMAL?
1196,1307,.rl,pave,;IR1,LVL ,...AlLPub,	INSIDE,.GTL...,	NRIDGHT,norm,Norm,TWNHSE?,:1story,GABLE	,Compshg!, ViNyLSD,!VINYLSD>,Stone;,...Gd,>TA!,<Pconc!,...Gd,TA;,!no,<unf,UNf	,.gasa<,ex,Y,?Sbrkr,<GD,TYP ,Attchd!,?RFN?,Ta...,;TA;,	Y,?NEW,Partial...
1197,1308,RL, PAVE,>REg,;Lvl,!ALLPUB,inside!,.gtl>,CoLlGCR?,Norm,?NorM,:1fam?,1StORY...,:GABLE,compshg>,;ViNYLSd,;VINYLSD;,none	,ta ,!gd...,Pconc?,GD,	GD,>no,alq:,UNF:,GasA,.ex.,Y.,.Sbrkr., ta?,TYp	,:Detchd,unf ,.ta,Ta,.Y?,;wd,NORMAL...
1198,1309,!RM,!PAVE,	reg,LVL<,ALLPUB;,inside!,:GtL<,;OLDTOWN<,...norm ,...NORM,?1fam!,1STORY:,	GABLE.,!COMPSHG,<METALSD>,;MetalSD,none:,:ta.,TA,CBlOCk;,<ta!,ta ,no	,GLQ ,	alq!,GaSA,EX ,>y,.Sbrkr.,GD!,Typ,>ATTCHD>,Unf	,ta,TA	,Y...,Wd?,!Normal 
1199,1310,Rl>,;PAve,>REG>,<LVl ,;allpub.,.inside.,;gtl...,:SAWYERW ,NOrm	,norm.,1fam	,...1story,?GABLE, compshg,.HDBOARD	,;Hdboard,<BRKFACE,ta...,ta.,CBLOCK, GD...,TA ,;no?,?GLQ,!unf..., gasa,...GD,Y<,Sbrkr!,:GD,Typ:,?AttCHd,<Rfn,!ta;,;TA!,?Y	,;Wd,NORMAL	
1200,1311, Rl...,Pave?,Reg;,lvl!,AlLPUb ,inside,gtl...,CrAwFoR:,POSA!,Norm.,1FaM?,?1STory	, Gable.,compshg?,>BRKFACE...,!HDBOARD:,None,gd?,.GD,Pconc!,!GD,...TA,?AV<, Glq,unf?,gasa ,TA, Y;,Sbrkr	,ex,>TYp,attchd!,?FIN ,TA>,!Ta,y, WD,!NoRMAl
1201,1312, RL,!Pave>,>Reg!,LvL,:AllPUb,<InsIde>,	GtL,>COLLGCR,norm!,NOrm,<1FaM,1STORY	,<GaBLE,<COMpShg,VINYLSD ,:VInYlSD:,brkface:,;Gd	,?TA;,.Pconc,:gd,...TA,No,;GLQ<,...unf!,...Gasa:,EX,Y,Sbrkr;,?Gd,?TYP!,Attchd,;RFN ,.Ta., TA,Y:,>NeW,	partial
1202,1313,.RL...,:Pave:,.IR1, LVL...,AllPUb ,<INSIDE ,?gtl,.Noridge,NORM>,norm<,1fam<,...2STORY?,>gable,COMPSHG	,?WD SDNG,.WD SDNG,!BrKFAce<,Gd<,Ta	,...PCONC,>Ex?,?TA?,NO ,!GLQ,unf:,?GasA!, Ex,>Y?,?SBRkr,.GD;,.TYp,ATTCHD.,:RFN,...Gd,?Gd:,...Y;,WD,...normal<
1203,1314,>RL,pave?,?Ir1,?LvL	,allpub	,;CORNER,:gtl,.NORIDGE?,Norm,:NorM?,...1FaM:,.2StoRY,!GABLE, Compshg;,Vinylsd,.vinylsd?,brkface,?gd,:Ta, Pconc!,!gd...,!ta,NO ,UnF...,UNf,...Gasa!,>ex,:Y,Sbrkr,...GD,?TYP,?BuiltIn,fin>,Ta ,ta,.y,:WD,	Normal:
1204,1315,<RL,PAVE>,REG...,LVL	,ALLPUB;,InsiDE:,?GTL,?edwards,:norm,.NORm!,.1fam,1story,>HIP:,!COMPSHG?,;WD SdnG:,WD SdNG	,!None!,?TA,>Ta,?CBLOCK,TA ,Ta...,no?,Rec,unf>,Gasa ,Ex:,Y?,Sbrkr>,;TA?,TyP,detchd;,Unf	,ta<,TA,y:,!wd:,	NORMAL<
1205,1316,.RL:,.PAVE,;Reg,LVL..., Allpub!,INSIDE.,...GTL,;names!,>NorM!, norm,	1fam,!2STORY,...GABLE,>Compshg<,!HDBOARD,;HDBOARD;,!none,>TA	,ta?,<cblock!,FA!,;ta,<MN,Alq!,LWQ.,<GAsA:,TA,Y	,>sbrkr ,;TA,Typ...,Attchd	,>UNF., TA>,ta..., Y,?WD,...NORmAl?
1206,1317,.rl,?Pave,?ir1!,...LVL,...ALLPUB,INSIDE!,GTl.,	Collgcr, NORM	,.NORm>,:1fam<,1story;,.GABLE:,COmpShG!,!vinylsd,vinylsd!,StonE?,...GD!,	TA,PConc<,;Ex,!ta...,<GD	,.Unf	,:UnF>,<GASA	,	Ex>,:Y,Sbrkr...,ex!,typ	,;ATTCHD...,RFN>,	Ta<,TA<,Y?,wd	,!normal 
1207,1318,...FV,PAVE.,;reg	,LVL;,ALLPUB.,Corner!,gtl?,Somerst;,;norm<,<NORM,TWNHSE ,!1STORY,	GABLe!,COMPSHG,<vinylsd ,>vinylsd.,	NONE,!GD>,TA...,PCONC...,EX?, GD,NO...,unf<, unf,>GASA!, Ex;,Y...,.Sbrkr<,:Gd ,Typ;,<ATtCHd,rfn;,?TA	,...Ta,:Y?,NEw?,PARTIAL...
1208,1319,Rl.,?Pave,ir2 ,LVL!,ALLPUb;,?CULDSAC,.Gtl.,COLLGCR,Norm,...norm,1fam;,.1story ,	Hip>,.compshg,?VINYLSD,!vinylsd,BRKFACE., Gd,>TA, PConc,Gd,	TA,GD!,>UNF:,?UNF,>GAsA:,?EX>,<Y., SBRKR<,:GD, Typ,attchd ,?RFN;,;TA,TA;,	Y,;WD,NORMAL;
1209,1320,Rl;,Pave<,	Reg>,BNK>,ALLPUB,Inside?,...GTL:, EDWARDS,<norm,?NORM,:1fam,1story.,!HIP	,;COMpSHG,;wd sdng!,;Wd SDNg,BRKFACE<,Ta...,?TA,Pconc!,...ta,...Ta	,NO...,;ALQ, UNF,>GASA,Ex!,!Y:,SBRKR:,<TA,;TYP...,ATTCHD...,:UNF:,?Ta,>TA;,y	,WD...,Normal...
1210,1321,;rl>,>pave,<Reg,Lvl,ALLPUB;,>Inside?,GTL...,Names.,:NoRm,<Norm!,1fam	,1story.,	HIp,.COMpSHg,...BRkFACe,BRKFACE,>NonE,TA>,TA?,...Cblock,.TA,?TA,no	,	ALQ	,	ReC,GASA ,.GD,y	,!sbrkr...,TA.,Typ?,ATTcHd ,>RFN ,Ta...,>TA, Y,:WD!,NOrMaL
1211,1323,RL:,<pave;,IR1...,LVl!,ALlPub!,Inside;,GTL.,?noridge,	NorM;,Norm...,<1fam...,>2StOry,:GABLE,:Compshg;,.HDBOaRD<,.HDBOARD:,NOnE...,gd	,TA	,<Pconc,Gd...,>TA<,	NO:, GLQ!,?Unf?,;gasa,<ex!,<Y, SBRKR>,Gd...,typ<,...ATTCHD, rfn,...ta	,ta:,y>,>wd,NORMAL?
1212,1325,RL,Pave...,REg>,!LVL:,<Allpub<,:INSIDE,GTL,SOMERST;,	NorM,Norm;,>1fam,1STORY	,;Gable?, compshg,VINYLSD>,Vinylsd ,	brkface,:gd,.ta ,Pconc;, EX:,	TA,Av,!UnF,Unf!,GASA;,Ex ,?Y,SBRKR>,>GD,;TYP,attchd!,...RFN,.TA;,:TA>,Y,>NEW,;PARTIAL:
1213,1328,RL,.PAVe,Reg	,.LvL,<AllPuB,?Inside,GtL.,:Mitchel...,NORM ,NORm:,.1FAM?,	1STory:,GABLE>,?COMpShG,Vinylsd,VINYLSD,<None>,GD>,:gd, cblock,TA...,>TA, NO!,;Alq	,unf	, Gasa?,<Ex	,Y<,SBRKr!,	gd,typ;,attchd,;Unf;,TA?,:TA,Y., wd,...normal
1214,1329,rm...,Pave;,.reg, LVL ,:Allpub,>CORNER,gtl.,;oldtown?,>norm?,Norm?,1FAM!,!1.5fin,GaBlE,compshg:,brkface<,wd sdng<,None.,Gd<,GD!,>Brktil,Gd<,TA<,	NO,	Lwq,>unf	,<gasw,...EX.,Y...,SBrkR.,TA	,	MoD,Detchd	,!Unf<,fa!,TA;,	Y?,.Wd,NORMAL<
1215,1330,Rl	,;PaVe	,...IR1:,>LVL,ALLPUB?,<Inside,>GTl,GiLbeRT!,norm	,;norm	,<1fam<, 2SToRy,;hip?,CoMpSHG.,	VINYLSd>,!VINYLSD, NOne.,...ta!,	TA,:PCONC>,<Gd?,	TA;,no	,:UNF,...unf,?GASA ,.GD,?y...,	sbrkr,Ta!,<Typ.,Attchd!,FIN.,	TA,;TA...,Y.,.wd...,!normal 
1216,1331,RL,!pave,;REG...,LVL<,Allpub<,!inside,gtl!,SOMERST	,:NORM;,norm.,1FAM ,1story>,<Hip,COMPSHG.,.vinylsd<,VINYLSD?,Stone	,;Gd ,;Ta,?PCOnc<,GD?,.Gd,Av;,<UNF>,unf,:GaSA,EX?,Y ,...Sbrkr,...GD:,<typ,ATTCHD<,RFN?,>TA,<Ta,?y.,	WD?,	normal
1217,1332, rl,?pave:,<Ir1...,<LVL!,<ALLPUB,INSIDe	,GtL!,:Collgcr,!NOrm;,...NOrM ,1fam<,SLVl;,;GABLE, ComPSHG,;METALSD;,?metalsd,NONe!,	ta , TA,!Cblock?,?TA,<TA,	av:,ALQ<,>UNf	,GAsA!,>Gd,Y	,...SBRKR,Ta,Typ,...Detchd,<unf ,!ta,ta?,Y:,wd,!NOrMal
1218,1333,?Rl>,?Pave!,...Reg,LvL	,<allpub	,<inside,<MOd,?EDWARdS,?norm>,	norm...,...1FAM,;1STORY	,!Gable,;compshg,MeTAlSd>,?Metalsd,.NONe,!TA, TA,cblock!,	Ta!, TA,MN,alq!, UnF.,GASA!,Ex>,Y,!SBRkR;,...TA,TYp!,;Detchd,...UnF:,.Fa?,.fa ,?y:,WD.,...normal
1219,1334,Rm:,pave	,reg?,LVL;,	ALLPUB,?CornER,>GTL,.IDOTRR:,Norm ,Norm	, 1fam,?1.5FiN!,>GaBLe,Compshg<,.Wd sdng,Wd SDng...,None,TA...,ta?,.cblock<,.Ta?,Ta.,NO,>Unf,UNF ,;Gasa,ex>,!Y;,sbrkr:,:GD,Typ	, DETCHD?,:unf,...TA,.TA;,y<,WD!,.normal
1220,1335,:Rm,PaVe.,.reg,LVl<,.ALLPUB.,inside!,...gtl,brdale ,Norm:,norm...,Twnhse<,<2STorY,<gable,COMPSHG?,	HDBOARD,?hdboard,;NONE,:TA,Ta,?CBLock,TA!,TA	,.NO, Lwq:,?UNF,GASA,?ta...,Y;,?SBRKr,!Ta ,...MIN1,?Attchd,?unf,TA;,;TA!,y?,WD<,>normal
1221,1336,	rl>,PAvE:,REG...,	LVL,;allpub;,	INSIDE,Gtl?,;Nwames<,	NORM,;NORM,...1FAM>,1STORY>,:gable,>compshg,;plywood,<PlywoOd ,BRKFACE	,ta>,Ta,>CBLOCK, Gd,...Ta,No;,ALQ	,UNF!,<GASA,Ta...,Y	,sbrkr;,!Ta?,TYP?,>AttcHD,Rfn ,Ta.,;ta.,.Y,.WD...,!Normal
1222,1337,	Rl,Pave?,IR1?,!LvL.,Allpub!,inside:,<gtl,<NWAmes,Feedr<,!Norm	,:duplex:,>1STOrY?,<GablE,Compshg,.plywood,plywood,	brkface,TA!,Ta.,;cblock,Ta<, Ta,no>,	Unf,UNf.,.Gasa...,TA>,!Y,Sbrkr!,<TA...,;typ:,>Detchd	,UNF ,...Ta;,Ta:,y?,WD...,:NORMAL:
1223,1339,;RL,?pave,IR1>,;lvl<,ALLPUB>,...CORNER!,Gtl...,!Collgcr,NORM:,?norm?,.1FaM<,>2StoRy,<GabLe>, COMPSHG,:vinylsd,>Vinylsd:,:none;,:Gd,TA:,?Pconc:,Gd?,	TA,	No...,?Glq,.UNF	,gasa.,!ex ,Y!,>SBRKR...,.GD,<TYP;,builtin,...rfn,Ta?,?ta , Y?,>WD	,.Normal	
1224,1340,Rl!,Pave,?ir1,:LVL,;ALLPUB,.CORNER, Gtl,COLLGCR.,<NORM...,<NORM,<1fam,...1STORY.,<HIP,compshg<,METALSD<, METALSD...,<none<,>TA.,!gd	,>Cblock:,!Ta	,TA,	MN ,rec?,...unf,GaSA!,;EX,.Y>,>SBrkR,Ta.,TYP ,Attchd...,!rfn,ta!,...TA,.Y,.Wd,NOrMal:
1225,1341,Rl...,PAVE	,Reg:,;Lvl,!AllPuB,>INSIDE:,;gtl>,<Names,:norm,;NOrm,1FAM>,:1STORY, GABLE,CoMPSHg...,	metalsd,metalsd:,.NONE,.TA,<TA, CBLOCK,ta!,TA>,!No,UNF,!UNF,GaSA;,ta.,>y,...sbrkr!,Ta...,.TYP,;DETCHD,<unf,!ta.,TA<,;Y ,<wd;,Normal
